District,Soil Type,Crop,Ideal Season,Average Temperature (°C),Average Rainfall (mm),Yield (tons/acre)
MADURAI,Whole Year ,Ash Gourd,0,23.31689124,195.0948311
MADURAI,Whole Year ,Banana,76779,24.84016732,227.3637009
MADURAI,Whole Year ,Beet Root,0,22.27526694,286.5083725
MADURAI,Whole Year ,Bhindi,1267,18.87751445,283.9338466
MADURAI,Whole Year ,Bitter Gourd,0,25.19008683,217.3788583
MADURAI,Whole Year ,Bottle Gourd,0,18.25405352,267.9761948
MADURAI,Whole Year ,Brinjal,2147,24.6129118,191.9535738
MADURAI,Whole Year ,Cashewnut,76,25.1420613,277.9626192
MADURAI,Whole Year ,Citrus Fruit,75,23.09348056,245.1511304
MADURAI,Whole Year ,Coconut ,98100,18.05033737,245.6626799
MADURAI,Whole Year ,Coriander,63,24.9321581,279.5451717
MADURAI,Whole Year ,Cucumber,0,18.14710054,202.3838319
MADURAI,Whole Year ,Drum Stick,0,18.28362235,263.6372176
MADURAI,Whole Year ,Dry chillies,237,18.83344471,182.5616319
MADURAI,Whole Year ,Grapes,44,25.71895816,198.6730942
MADURAI,Whole Year ,Jack Fruit,147,25.33797709,243.5120414
MADURAI,Whole Year ,Lab-Lab,0,23.89114571,263.1103304
MADURAI,Whole Year ,Mango,14344,21.53574127,269.5039162
MADURAI,Whole Year ,Onion,5429,23.08974909,204.8001847
MADURAI,Whole Year ,Orange,2,25.61707368,260.8875056
MADURAI,Whole Year ,Other Citrus Fruit,0,21.44526922,295.6094492
MADURAI,Whole Year ,Other Fresh Fruits,0,18.51816776,192.3197536
MADURAI,Whole Year ,Other Vegetables,0,22.53510514,257.4914906
MADURAI,Whole Year ,Pear,0,23.02038334,278.0791793
MADURAI,Whole Year ,Pome Fruit,5624,24.89364635,280.4044392
MADURAI,Whole Year ,Pome Granet,0,25.77175115,185.9461429
MADURAI,Whole Year ,Pump Kin,0,19.39851734,194.5766559
MADURAI,Whole Year ,Ribed Guard,0,21.54156232,200.9133156
MADURAI,Whole Year ,Snak Guard,0,23.79746068,182.9043504
MADURAI,Whole Year ,Sugarcane,601070,18.9802729,195.3574542
MADURAI,Whole Year ,Sweet potato,861,24.10859207,223.3671883
MADURAI,Whole Year ,Tapioca,3096,24.7947077,186.7536773
MADURAI,Whole Year ,Tomato,4632,21.63162756,220.1156708
MADURAI,Whole Year ,Turmeric,108,25.37548751,231.7364957
MADURAI,Whole Year ,Water Melon,0,22.21738222,242.3170629
MADURAI,Whole Year ,Yam,0,20.58314011,182.6549356
MADURAI,Kharif     ,Arhar/Tur,869,24.87502824,233.7034975
MADURAI,Kharif     ,Bajra,3757,20.03728219,230.2242223
MADURAI,Kharif     ,Castor seed,12,25.95263264,290.6793783
MADURAI,Kharif     ,Cotton(lint),6570,19.28889933,241.2013513
MADURAI,Kharif     ,Groundnut,8446,20.57981887,218.9163567
MADURAI,Kharif     ,Horse-gram,45,24.71417533,248.2256491
MADURAI,Kharif     ,Jowar,13154,20.27317074,256.9964761
MADURAI,Kharif     ,Korra,2,18.41932981,194.2651719
MADURAI,Kharif     ,Maize,1591,23.39128187,295.9248796
MADURAI,Kharif     ,Moong(Green Gram),391,19.84939404,287.5766935
MADURAI,Kharif     ,Other Kharif pulses,423,21.869274,183.6222657
MADURAI,Kharif     ,Ragi,274,22.8056033,188.413665
MADURAI,Kharif     ,Rice,65024,19.0781471,87.75953857
MADURAI,Kharif     ,Sesamum,635,22.02720976,102.2662445
MADURAI,Kharif     ,Small millets,256,23.80546189,66.71995467
MADURAI,Kharif     ,Sunflower,306,18.52510753,60.65171481
MADURAI,Kharif     ,Urad,569,23.50297882,65.43835393
MADURAI,Rabi       ,Gram,48,26.54986394,102.0861694
MADURAI,Whole Year ,Ash Gourd,0,19.29563411,105.4654703
MADURAI,Whole Year ,Banana,86173,20.68899915,78.06639649
MADURAI,Whole Year ,Bhindi,1548,19.32666088,65.27798457
MADURAI,Whole Year ,Bitter Gourd,0,24.60532218,109.2162279
MADURAI,Whole Year ,Bottle Gourd,0,22.27373646,94.29712821
MADURAI,Whole Year ,Brinjal,1612,25.70196694,74.05474936
MADURAI,Whole Year ,Cabbage,64,19.20129357,63.87020584
MADURAI,Whole Year ,Cashewnut,88,21.70181447,94.76189431
MADURAI,Whole Year ,Cauliflower,0,20.51716779,72.12375573
MADURAI,Whole Year ,Citrus Fruit,85,23.30355338,63.72358154
MADURAI,Whole Year ,Coconut ,74000,24.2547451,104.1626147
MADURAI,Whole Year ,Coriander,145,24.86374934,76.68456006
MADURAI,Whole Year ,Cucumber,0,22.6265115,65.49730729
MADURAI,Whole Year ,Drum Stick,0,18.04185513,84.23613484
MADURAI,Whole Year ,Dry chillies,328,23.26237612,79.74078719
MADURAI,Whole Year ,Grapes,24,22.88330922,88.07753741
MADURAI,Whole Year ,Jack Fruit,135,25.97482359,80.97573281
MADURAI,Whole Year ,Lab-Lab,0,26.14384005,79.7532896
MADURAI,Whole Year ,Litchi,0,18.66116213,74.51490791
MADURAI,Whole Year ,Mango,10232,25.10787449,96.46380213
MADURAI,Whole Year ,Onion,5148,23.33844615,102.8301942
MADURAI,Whole Year ,Orange,6,25.08239719,102.4852929
MADURAI,Whole Year ,Other Citrus Fruit,0,25.36768364,70.43473609
MADURAI,Whole Year ,Other Fresh Fruits,0,25.34217103,108.8303762
MADURAI,Whole Year ,Other Vegetables,0,25.00933355,65.88951188
MADURAI,Whole Year ,Papaya,0,18.66746724,90.988051
MADURAI,Whole Year ,Pome Fruit,7035,20.37999665,64.40866039
MADURAI,Whole Year ,Pome Granet,0,18.09300227,63.03843397
MADURAI,Whole Year ,Pump Kin,0,26.16985907,87.9298085
MADURAI,Whole Year ,Redish,0,18.65396672,107.4931917
MADURAI,Whole Year ,Ribed Guard,0,26.07470121,60.95197486
MADURAI,Whole Year ,Snak Guard,0,18.92851916,109.7515385
MADURAI,Whole Year ,Sugarcane,326840,23.30546753,91.76337172
MADURAI,Whole Year ,Sweet potato,1276,18.74826712,94.26249353
MADURAI,Whole Year ,Tapioca,4144,19.74213321,71.07562236
MADURAI,Whole Year ,Tomato,2636,25.73044432,76.72860067
MADURAI,Whole Year ,Turmeric,87,17.02498456,69.21803098
MADURAI,Whole Year ,Yam,0,19.02061277,101.7004306
MADURAI,Kharif     ,Arhar/Tur,684,17.88776475,106.6213157
MADURAI,Kharif     ,Bajra,6376,18.86805647,66.29390357
MADURAI,Kharif     ,Castor seed,9,18.36952567,91.26056654
MADURAI,Kharif     ,Cotton(lint),6820,20.45078582,109.024141
MADURAI,Kharif     ,Groundnut,10812,20.6543203,99.57981207
MADURAI,Kharif     ,Horse-gram,58,17.3348681,71.3195307
MADURAI,Kharif     ,Jowar,10754,18.17912258,78.34604471
MADURAI,Kharif     ,Maize,1657,18.01272266,88.45361858
MADURAI,Kharif     ,Moong(Green Gram),1690,20.99373558,62.50351892
MADURAI,Kharif     ,Niger seed,,19.46233971,76.41312437
MADURAI,Kharif     ,Other Kharif pulses,424,19.81344531,107.3198135
MADURAI,Kharif     ,Ragi,187,18.97424756,100.7689246
MADURAI,Kharif     ,Rice,196583,18.19737048,107.2681929
MADURAI,Kharif     ,Sesamum,335,18.72963144,101.5952794
MADURAI,Kharif     ,Small millets,2470,20.99502153,80.72515943
MADURAI,Kharif     ,Sunflower,276,20.28155898,83.73280082
MADURAI,Kharif     ,Urad,263,17.48042641,89.9622014
MADURAI,Rabi       ,Gram,65,20.88818675,88.10234397
MADURAI,Whole Year ,Banana,116090,17.08498521,64.77791424
MADURAI,Whole Year ,Cashewnut,97,20.09340593,73.33636055
MADURAI,Whole Year ,Coconut ,127000,17.57212145,83.21030571
MADURAI,Whole Year ,Coriander,239,19.12065218,103.651438
MADURAI,Whole Year ,Dry chillies,405,18.57665902,84.22969177
MADURAI,Whole Year ,Onion,9004,17.16606398,96.59195302
MADURAI,Whole Year ,Sugarcane,404518,18.2872007,67.96704792
MADURAI,Whole Year ,Sweet potato,801,19.03025305,83.20711308
MADURAI,Whole Year ,Tapioca,2682,17.1418614,87.85092352
MADURAI,Whole Year ,Turmeric,110,17.47809436,95.71388473
MADURAI,Kharif     ,Arhar/Tur,708,20.56601874,67.61013737
MADURAI,Kharif     ,Bajra,6790,17.22385224,97.59081274
MADURAI,Kharif     ,Castor seed,26,19.69141713,64.23845455
MADURAI,Kharif     ,Cotton(lint),13734,17.84851658,75.82270467
MADURAI,Kharif     ,Groundnut,11900,18.8202251,88.17251033
MADURAI,Kharif     ,Horse-gram,30,17.47500984,104.2321615
MADURAI,Kharif     ,Jowar,13022,18.72649425,67.10225139
MADURAI,Kharif     ,Maize,,18.65580107,67.72777298
MADURAI,Kharif     ,Moong(Green Gram),2813,18.2356751,103.2234212
MADURAI,Kharif     ,Other Kharif pulses,423,18.81198127,107.2361366
MADURAI,Kharif     ,Ragi,330,18.65054116,75.03247667
MADURAI,Kharif     ,Rice,234492,20.36720401,78.16077693
MADURAI,Kharif     ,Sesamum,387,18.38120357,105.0083144
MADURAI,Kharif     ,Small millets,2029,17.17012591,62.49190812
MADURAI,Kharif     ,Sunflower,270,19.37101121,107.9124111
MADURAI,Kharif     ,Urad,1230,17.92845928,74.52082026
MADURAI,Rabi       ,Gram,63,19.45339934,62.91359494
MADURAI,Whole Year ,Banana,139015,19.12829388,69.93293255
MADURAI,Whole Year ,Cashewnut,117,19.1034283,108.5054416
MADURAI,Whole Year ,Coconut ,1258,17.48504075,78.96159541
MADURAI,Whole Year ,Coriander,185,19.40751744,79.84925393
MADURAI,Whole Year ,Dry chillies,270,20.18649426,93.62039175
MADURAI,Whole Year ,Onion,6375,17.30287885,85.75692395
MADURAI,Whole Year ,Sugarcane,407209,17.50361137,82.34162918
MADURAI,Whole Year ,Sweet potato,2135,18.17234999,108.7603001
MADURAI,Whole Year ,Tapioca,1987,17.57445618,70.23401597
MADURAI,Whole Year ,Turmeric,232,20.93175255,65.50861389
MADURAI,Kharif     ,Rice,267518,19.71098332,98.73771338
MADURAI,Kharif     ,Small millets,2458,19.07937684,88.55123143
MADURAI,Whole Year ,Arhar/Tur,547,18.54988627,79.92698081
MADURAI,Whole Year ,Bajra,6606,18.19903647,68.54932919
MADURAI,Whole Year ,Banana,148214,18.88852533,88.51048983
MADURAI,Whole Year ,Cashewnut,107,18.49311205,79.26357665
MADURAI,Whole Year ,Castor seed,44,19.48974337,92.68373702
MADURAI,Whole Year ,Coconut ,1899,17.25769499,74.6631118
MADURAI,Whole Year ,Coriander,174,19.62416326,82.61734721
MADURAI,Whole Year ,Cotton(lint),14095,20.67526473,81.84997529
MADURAI,Whole Year ,Dry chillies,572,20.02381489,81.98568791
MADURAI,Whole Year ,Gram,38,20.1187446,93.55280105
MADURAI,Whole Year ,Groundnut,11391,20.65691793,74.58565097
MADURAI,Whole Year ,Horse-gram,42,19.2582557,78.96514709
MADURAI,Whole Year ,Jowar,10257,17.927806,80.7108745
MADURAI,Whole Year ,Maize,5653,19.16288268,70.18185181
MADURAI,Whole Year ,Moong(Green Gram),1439,20.26942271,71.58010169
MADURAI,Whole Year ,Onion,9798,17.09104223,73.50734019
MADURAI,Whole Year ,Ragi,229,17.06579293,82.52339655
MADURAI,Whole Year ,Rapeseed &Mustard,1,20.62767492,66.96980581
MADURAI,Whole Year ,Sesamum,227,20.8248451,90.46228334
MADURAI,Whole Year ,Sugarcane,656204,19.46210401,71.31007253
MADURAI,Whole Year ,Sunflower,133,17.18248372,85.74904898
MADURAI,Whole Year ,Sweet potato,1791,17.48911699,89.31050665
MADURAI,Whole Year ,Tapioca,1453,17.48395377,85.52950164
MADURAI,Whole Year ,Turmeric,75,19.48316794,72.94940441
MADURAI,Whole Year ,Urad,323,19.71359733,72.32667516
MADURAI,Kharif     ,Rice,214880,19.48649305,74.87445574
MADURAI,Kharif     ,Small millets,2517,19.95264829,94.70992037
MADURAI,Whole Year ,Arhar/Tur,869,19.41789736,83.74606679
MADURAI,Whole Year ,Bajra,6589,19.45591848,78.92060234
MADURAI,Whole Year ,Banana,133292,20.19137759,83.75937135
MADURAI,Whole Year ,Cashewnut,113,18.8392908,76.57580954
MADURAI,Whole Year ,Castor seed,87,20.71219282,91.76071648
MADURAI,Whole Year ,Coconut ,1675,18.99424448,76.32470713
MADURAI,Whole Year ,Coriander,119,19.96837462,89.73119396
MADURAI,Whole Year ,Cotton(lint),11450,17.81564548,93.35034262
MADURAI,Whole Year ,Dry chillies,584,20.71424384,81.20176515
MADURAI,Whole Year ,Gram,55,17.34150229,81.70769297
MADURAI,Whole Year ,Groundnut,8769,17.43732714,83.74879344
MADURAI,Whole Year ,Horse-gram,13,18.89780215,77.5429424
MADURAI,Whole Year ,Jowar,10295,18.59190771,77.92798682
MADURAI,Whole Year ,Maize,11557,18.31561493,82.2545577
MADURAI,Whole Year ,Moong(Green Gram),581,17.13692774,70.52056697
MADURAI,Whole Year ,Onion,11684,19.63474332,72.78624223
MADURAI,Whole Year ,Ragi,269,22.91350245,85.24819851
MADURAI,Whole Year ,Rapeseed &Mustard,,16.43340342,85.37378769
MADURAI,Whole Year ,Sesamum,109,22.13974653,75.6317566
MADURAI,Whole Year ,Small millets,2517,17.84806561,89.61857826
MADURAI,Whole Year ,Sugarcane,567905,19.88394011,75.49101167
MADURAI,Whole Year ,Sunflower,410,19.32509638,86.05078037
MADURAI,Whole Year ,Sweet potato,928,18.4167001,80.25064637
MADURAI,Whole Year ,Tapioca,1646,21.81167649,78.26039559
MADURAI,Whole Year ,Turmeric,91,19.72702528,75.57790384
MADURAI,Whole Year ,Urad,539,17.15432954,72.9446671
MADURAI,Kharif     ,Rice,267228,19.62207826,90.7760707
MADURAI,Kharif     ,Small millets,1632,21.63149148,77.81891424
MADURAI,Whole Year ,Arecanut,8,16.06522754,78.06910795
MADURAI,Whole Year ,Arhar/Tur,934,20.61162204,85.57925437
MADURAI,Whole Year ,Bajra,9662,21.42451099,69.40619137
MADURAI,Whole Year ,Banana,134413,19.07096165,76.32565249
MADURAI,Whole Year ,Cashewnut,92,21.18853178,80.6405403
MADURAI,Whole Year ,Castor seed,91,23.0429097,80.1113384
MADURAI,Whole Year ,Coconut ,1941000,20.65375833,91.94595352
MADURAI,Whole Year ,Coriander,90,18.09551014,87.51312796
MADURAI,Whole Year ,Cotton(lint),13369,18.23775702,94.00287214
MADURAI,Whole Year ,Dry chillies,612,17.48189735,88.4585692
MADURAI,Whole Year ,Gram,40,19.9191786,84.78344008
MADURAI,Whole Year ,Groundnut,9071,20.27514686,68.97806542
MADURAI,Whole Year ,Horse-gram,29,15.77370214,88.68168643
MADURAI,Whole Year ,Jowar,5874,16.71170642,65.23811143
MADURAI,Whole Year ,Maize,15014,17.66148158,65.78042032
MADURAI,Whole Year ,Moong(Green Gram),655,18.50692825,74.63872762
MADURAI,Whole Year ,Onion,5492,24.51324787,82.69766829
MADURAI,Whole Year ,Ragi,135,18.87614998,69.64449182
MADURAI,Whole Year ,Rapeseed &Mustard,1,21.59343016,87.27444866
MADURAI,Whole Year ,Sesamum,355,20.12373284,70.87150577
MADURAI,Whole Year ,Small millets,1632,15.43546065,92.06630306
MADURAI,Whole Year ,Sugarcane,592186,22.64236876,79.20509212
MADURAI,Whole Year ,Sunflower,359,21.98560799,68.81405149
MADURAI,Whole Year ,Sweet potato,718,20.53052663,72.85017344
MADURAI,Whole Year ,Tapioca,2662,15.78601387,79.45758333
MADURAI,Whole Year ,Turmeric,87,19.6365349,65.11365631
MADURAI,Whole Year ,Urad,304,20.57341244,80.4986291
MADURAI,Kharif     ,Rice,203616,20.16080524,73.64476535
MADURAI,Kharif     ,Small millets,1153,21.53989176,81.5284269
MADURAI,Whole Year ,Arecanut,2,15.53834801,88.6810311
MADURAI,Whole Year ,Arhar/Tur,1320,19.91853092,68.4951189
MADURAI,Whole Year ,Bajra,9872,20.76952209,78.44910564
MADURAI,Whole Year ,Banana,107662,23.46168338,77.33795356
MADURAI,Whole Year ,Cashewnut,90,24.32116642,94.78189594
MADURAI,Whole Year ,Castor seed,46,20.12574053,94.03659867
MADURAI,Whole Year ,Coconut ,155400,21.80619564,78.69707199
MADURAI,Whole Year ,Coriander,131,19.52226241,69.15759062
MADURAI,Whole Year ,Cotton(lint),8408,17.00067625,90.82097601
MADURAI,Whole Year ,Dry chillies,428,16.78791503,76.77888672
MADURAI,Whole Year ,Gram,59,24.84906168,67.9545435
MADURAI,Whole Year ,Groundnut,4900,16.51783455,73.0926704
MADURAI,Whole Year ,Horse-gram,53,18.15300153,69.09512477
MADURAI,Whole Year ,Jowar,11573,23.18864385,89.60982451
MADURAI,Whole Year ,Maize,14042,23.38002569,81.78710463
MADURAI,Whole Year ,Moong(Green Gram),663,18.358923,128.256862
MADURAI,Whole Year ,Onion,5223,19.25975367,106.3598183
MADURAI,Whole Year ,Ragi,91,22.95458237,109.225556
MADURAI,Whole Year ,Rapeseed &Mustard,,20.120043,140.3717815
MADURAI,Whole Year ,Sesamum,402,21.14011423,76.64128258
MADURAI,Whole Year ,Sugarcane,260094,24.92360104,143.0984171
MADURAI,Whole Year ,Sunflower,207,15.33042636,60.91974792
MADURAI,Whole Year ,Sweet potato,254,18.81097271,104.7783947
MADURAI,Whole Year ,Tapioca,2344,23.44260668,132.9801054
MADURAI,Whole Year ,Turmeric,66,22.8352024,130.0608093
MADURAI,Whole Year ,Urad,397,24.9035819,143.7630894
MADURAI,Kharif     ,Arhar/Tur,1311,23.78709569,87.99669731
MADURAI,Kharif     ,Castor seed,59,22.05592283,144.1567454
MADURAI,Kharif     ,Cotton(lint),12119,18.87492997,134.3649948
MADURAI,Kharif     ,Groundnut,5410,18.62328774,88.06638775
MADURAI,Kharif     ,Horse-gram,10,23.00884744,69.63833855
MADURAI,Kharif     ,Maize,15238,19.33162606,116.5206923
MADURAI,Kharif     ,Moong(Green Gram),913,16.24469193,86.21917578
MADURAI,Kharif     ,Ragi,118,17.91652287,137.1948633
MADURAI,Kharif     ,Rice,260055,15.46789263,108.3684316
MADURAI,Kharif     ,Sunflower,108,17.06104474,67.71768947
MADURAI,Kharif     ,Urad,489,21.32776028,144.7902323
MADURAI,Rabi       ,Gram,35,23.90910104,69.44951585
MADURAI,Whole Year ,Sugarcane,363436,23.89756791,121.9401369
MADURAI,Kharif     ,Bajra,7674,22.98666928,82.68554379
MADURAI,Kharif     ,Cotton(lint),8553,21.35135729,139.7521543
MADURAI,Kharif     ,Groundnut,2710,24.1638445,108.3441414
MADURAI,Kharif     ,Jowar,13746,24.62835037,96.77285817
MADURAI,Kharif     ,Maize,18675,21.02213209,100.6711761
MADURAI,Kharif     ,Ragi,182,17.30844532,87.0513289
MADURAI,Kharif     ,Rice,304235,23.82576704,64.19497947
MADURAI,Rabi       ,Bajra,3169,19.30607278,105.4120514
MADURAI,Rabi       ,Cotton(lint),5476,16.03768615,61.13872036
MADURAI,Rabi       ,Groundnut,3676,19.18572809,106.158201
MADURAI,Rabi       ,Jowar,1905,19.92889503,139.0302034
MADURAI,Rabi       ,Maize,5911,19.56376468,122.3886015
MADURAI,Rabi       ,Ragi,3,18.31357543,129.5650601
MADURAI,Whole Year ,Arecanut,2,20.10993761,120.4509288
MADURAI,Whole Year ,Arhar/Tur,1786,23.60506572,95.17028129
MADURAI,Whole Year ,Banana,103556,19.73136909,96.65888933
MADURAI,Whole Year ,Cashewnut,46,20.93409877,87.87869161
MADURAI,Whole Year ,Castor seed,27,18.78226261,138.2362122
MADURAI,Whole Year ,Coconut ,177300000,36.51268371,120.6913038
MADURAI,Whole Year ,Coriander,140,36.89163721,107.3850593
MADURAI,Whole Year ,Dry chillies,281,29.23540524,108.6434544
MADURAI,Whole Year ,Gram,28,27.33534897,109.0193712
MADURAI,Whole Year ,Horse-gram,22,21.0643684,95.84253438
MADURAI,Whole Year ,Moong(Green Gram),1461,30.33276599,60.27552528
MADURAI,Whole Year ,Onion,9772,31.80130272,100.0497183
MADURAI,Whole Year ,Small millets,1295,33.18184225,125.0972687
MADURAI,Whole Year ,Sugarcane,490210,29.38538562,113.334026
MADURAI,Whole Year ,Sunflower,331,30.27374995,103.2926407
MADURAI,Whole Year ,Sweet potato,676,35.45790488,75.45328039
MADURAI,Whole Year ,Tapioca,3955,33.80020039,62.21292186
MADURAI,Whole Year ,Tobacco,,28.69180475,98.77794225
MADURAI,Whole Year ,Turmeric,159,31.24021696,107.6907964
MADURAI,Whole Year ,Urad,888,28.98039357,63.38208822
MADURAI,Kharif     ,Arhar/Tur,1014,27.32198928,87.66898664
MADURAI,Kharif     ,Castor seed,30,21.47607807,138.414764
MADURAI,Kharif     ,Cotton(lint),6853,18.31910448,94.9533526
MADURAI,Kharif     ,Groundnut,4637,36.97794384,107.7315386
MADURAI,Kharif     ,Horse-gram,17,24.80467592,104.6252153
MADURAI,Kharif     ,Maize,14740,19.3479443,141.6056722
MADURAI,Kharif     ,Moong(Green Gram),629,28.88302142,62.7089169
MADURAI,Kharif     ,Ragi,23,19.54314136,135.3315583
MADURAI,Kharif     ,Rice,65000,24.7741949,125.084915
MADURAI,Kharif     ,Sunflower,80,18.33124824,107.4137246
MADURAI,Kharif     ,Urad,374,19.14729038,63.59276673
MADURAI,Rabi       ,Gram,7,28.23416057,146.4727237
MADURAI,Whole Year ,Sugarcane,494730,30.11812084,119.6404412
MADURAI,Kharif     ,Bajra,2161,33.4126864,126.7265372
MADURAI,Kharif     ,Castor seed,10,24.18553163,134.1811718
MADURAI,Kharif     ,Cotton(lint),6008,26.88630675,135.3378033
MADURAI,Kharif     ,Groundnut,2191,31.33170829,100.118612
MADURAI,Kharif     ,Horse-gram,20,33.30711818,68.51253427
MADURAI,Kharif     ,Jowar,14802,23.45379018,66.97053257
MADURAI,Kharif     ,Maize,18918,34.53823889,69.14681022
MADURAI,Kharif     ,Moong(Green Gram),1512,19.50112224,88.88796102
MADURAI,Kharif     ,Onion,1887,28.76794904,81.83420522
MADURAI,Kharif     ,Ragi,120,30.97758716,109.1013261
MADURAI,Kharif     ,Rice,163965,18.39759147,81.60211243
MADURAI,Kharif     ,Sunflower,23,35.09357419,112.6616435
MADURAI,Kharif     ,Urad,608,34.93174223,143.8584938
MADURAI,Rabi       ,Bajra,2150,29.50523036,146.4548645
MADURAI,Rabi       ,Cotton(lint),3853,34.51934775,116.7324324
MADURAI,Rabi       ,Groundnut,2316,28.43430726,149.7441028
MADURAI,Rabi       ,Horse-gram,47,18.41645629,124.6118471
MADURAI,Rabi       ,Jowar,5238,31.07508973,115.199245
MADURAI,Rabi       ,Maize,16847,20.89342749,84.64143632
MADURAI,Rabi       ,Moong(Green Gram),391,30.90607799,129.3449326
MADURAI,Rabi       ,Onion,2461,27.9348279,130.3900798
MADURAI,Rabi       ,Ragi,63,35.95176642,80.15293435
MADURAI,Rabi       ,Sunflower,35,19.54317155,64.02640797
MADURAI,Rabi       ,Urad,240,19.63736208,139.2921004
MADURAI,Whole Year ,Arhar/Tur,1758,31.2192752,76.14153904
MADURAI,Whole Year ,Banana,100803,33.50876355,73.36386477
MADURAI,Whole Year ,Cashewnut,48,24.80710166,100.5978728
MADURAI,Whole Year ,Coconut ,157800000,36.20970524,84.06354115
MADURAI,Whole Year ,Coriander,23,30.50420876,133.1914419
MADURAI,Whole Year ,Dry chillies,108,26.01630259,104.2570723
MADURAI,Whole Year ,Garlic,6,31.48469278,122.6539694
MADURAI,Whole Year ,Gram,5,33.15122581,163.7266551
MADURAI,Whole Year ,Small millets,1419,23.50222822,103.3301803
MADURAI,Whole Year ,Sugarcane,399214,34.87248659,142.3303677
MADURAI,Whole Year ,Sweet potato,637,28.09269012,184.6226709
MADURAI,Whole Year ,Tapioca,2184,24.54757829,149.299952
MADURAI,Whole Year ,Turmeric,48,33.64769646,147.0361442
NAGAPATTINAM,Kharif     ,Banana,14622,20.5591255,198.8298806
NAGAPATTINAM,Kharif     ,Onion,237,19.95991719,90.05422663
NAGAPATTINAM,Kharif     ,Sesamum,150,28.87667593,127.7767134
NAGAPATTINAM,Kharif     ,Tobacco,751,36.04353699,108.6333046
NAGAPATTINAM,Whole Year ,Banana,26820,23.6734328,176.6165894
NAGAPATTINAM,Whole Year ,Cashewnut,280,25.74679443,96.36222901
NAGAPATTINAM,Whole Year ,Cotton(lint),2420,31.08564994,122.0146733
NAGAPATTINAM,Whole Year ,Dry chillies,20,18.72987676,120.7435664
NAGAPATTINAM,Whole Year ,Groundnut,7540,29.50304807,96.51524028
NAGAPATTINAM,Whole Year ,Maize,150,20.43517772,180.382234
NAGAPATTINAM,Whole Year ,Moong(Green Gram),3020,36.00415838,107.4721605
NAGAPATTINAM,Whole Year ,Onion,260,31.46846241,161.4812963
NAGAPATTINAM,Whole Year ,Pulses total,21690,36.30049702,121.5639121
NAGAPATTINAM,Whole Year ,Ragi,10,29.49096726,194.5921148
NAGAPATTINAM,Whole Year ,Rice,269630,30.5753044,179.2155874
NAGAPATTINAM,Whole Year ,Sugarcane,4940000,24.69487673,192.4372194
NAGAPATTINAM,Whole Year ,Sweet potato,20,23.17409556,114.2821387
NAGAPATTINAM,Whole Year ,Tapioca,2510,19.04380471,139.6483317
NAGAPATTINAM,Whole Year ,Tobacco,450,29.32379604,132.7748215
NAGAPATTINAM,Whole Year ,Total foodgrain,291480,34.6455408,186.5008581
NAGAPATTINAM,Whole Year ,Turmeric,30,21.9989826,157.0858232
NAGAPATTINAM,Whole Year ,Urad,18670,22.99774444,139.6702541
NAGAPATTINAM,Kharif     ,Cotton(lint),3618,30.55992394,177.3377996
NAGAPATTINAM,Kharif     ,Groundnut,6062,31.46417866,94.46748008
NAGAPATTINAM,Kharif     ,Maize,37,25.95058595,161.7820226
NAGAPATTINAM,Kharif     ,Mesta,743,21.01142393,108.5090168
